,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
1070,Mir,Lee Yoonsang,이윤상,미르,3/6/2000,Astin,South Korea,0,0,,M,
1071,Hyeongseok,Chu Hyeongseok,추형석,형석,9/13/2000,Astin,South Korea,0,0,,M,
1072,Hyunsuk,Choi Hyunsuk,최현석,현석,4/21/1999,Treasure,South Korea,0,0,Daegu,M,
1073,Jihoon,Park Jihoon,박지훈,지훈,3/14/2000,Treasure,South Korea,0,0,Busan,M,
1074,Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,5/15/2000,Treasure,Japan,179,59,Kobe,M,
1075,Junkyu,Kim Junkyu,김준규,준규,9/9/2000,Treasure,South Korea,0,0,,M,
1076,Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/2000,,South Korea,0,0,,M,
1077,Mashiho,Takata Mashiho,타카타 마시호,마시호,3/25/2001,Treasure,Japan,0,0,,M,
1078,Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,7/23/2001,Treasure,South Korea,0,0,,M,
1079,Asahi,Hanada Asahi,하나다 아사히,아사히,8/20/2001,Treasure,Japan,0,0,,M,
1080,Yedam,Bang Yedam,방예담,예담,5/7/2002,Treasure,South Korea,0,0,,M,
1081,Doyoung,Kim Doyoung,김도영,도영,12/4/2003,Treasure,South Korea,0,0,,M,
1082,Haruto,Watanabe Haruto,와타나베 하루토,하루토,4/5/2004,Treasure,Japan,0,0,,M,
1083,Jeongwoo,Park Jeongwoo,박정우,정우,9/28/2004,Treasure,South Korea,0,0,,M,
1084,Hyunjun,Lee Hyunjun,이현준,현준,12/21/1999,IZ,South Korea,0,0,,M,
1085,Jihoo,Lim Soojung,임수정,지후,8/5/1998,IZ,South Korea,0,0,,M,
1086,Woosu,Kim Minseok,김민석,우수,11/23/1999,IZ,South Korea,0,0,,M,
1087,Junyoung,Lee Junyoung,이준영,준영,9/23/2000,IZ,South Korea,0,0,,M,
1088,Minjae,Jo Minjae,조민재,민재,8/8/1994,Spectrum,South Korea,0,0,,M,
1089,Dongkyu,Moon Dongkyu,문동규,동규,11/16/1992,Spectrum,South Korea,0,0,,M,
1090,Jaehan,Kim Jaehan,김재한,재한,7/1/1995,OMEGA X,South Korea,0,0,,M,
1091,Hwarang,Park Jonghan,박종찬,종찬,12/5/1995,Spectrum,South Korea,0,0,,M,
1092,Villain,Lee Seunghyun,이승현,빌런,7/17/1998,Spectrum,South Korea,0,0,,M,
1093,Eunjun,Choi Eunjun,최은준,은준,8/6/1999,Spectrum,South Korea,0,0,,M,
1106,Laon,Shin Kyuhyun,신규현,라온,12/19/1995,ENOi,South Korea,177,60,,M,
1107,Dojin,Jeon Yongtae,전용태,도진,3/7/1997,ENOi,South Korea,181,61,,M,
1108,Hamin,Jo Hamin,조하민,하민,10/24/1997,ENOi,South Korea,183,65,,M,
1109,Donghyuk,Park Donghyuk,박동혁,동혁,12/18/1999,BLANK2Y,South Korea,178,61,,M,
1110,Kevin,Park Jinwoo,박진우,케빈,1/12/2000,OMEGA X,South Korea,167,51,,M,
1111,Junghoon,Han Jeonghoon,한정훈,정훈,2/14/2000,OMEGA X,South Korea,177,61,,M,
1112,Hyuk,Yang Hyuk,양혁,혁,3/15/2000,OMEGA X,South Korea,183,67,,M,
1113,Ji Hansol,Ji Hansol,지한솔,지한솔,11/21/1994,Newkidd,South Korea,182,63,Busan,M,jisol_11
1114,Choi Jiann,Choi Jaewoo,최재우,최지안,9/30/1997,Newkidd,South Korea,175,0,,M,
1115,Jinkwon,Kim Jinkwon,김진권,진권,1/31/2001,Newkidd,South Korea,0,0,,M,
1116,Yunmin,Yun Min,윤민,윤민,2/26/2001,Newkidd,South Korea,0,0,,M,
1117,Hwi,Jo Mingyu,조민규,휘,9/26/2002,Newkidd,South Korea,0,0,,M,
1118,Woochul,Shin Woochul,신우철,우철,10/2/2002,Newkidd,South Korea,0,0,,M,
1119,Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,South Korea,0,0,,M,
1125,BX,Lee Byounggon,이병곤,비엑스,3/5/1998,CIX,South Korea,180,61,Incheon,M,
1126,Seunghun,Kim Seunghun,김승훈,승훈,2/26/1999,CIX,South Korea,181,69,,M,
1127,Yonghee,Kim Yonghee,김용희,용희,2/17/2000,CIX,South Korea,177,59,,M,
1128,Hyunsuk,Yoon Hyunsuk,윤현석,현석,9/8/2001,CIX,South Korea,188,0,,M,
1129,Jeon Woong,Jeon Woong,전웅,전웅,10/15/1997,AB6IX,South Korea,173,0,,M,
1130,Seoham,Park Seoham,박서함,서함,10/28/1993,KNK,South Korea,190,70,,M,
1131,Dongwon,Lee Dongwon,이동원,동원,1/1/1994,KNK,South Korea,184,0,,M,
1132,Inseong,Jeong Inseong,정인성,인성,7/1/1994,KNK,South Korea,183,71,,M,
1133,Jihun,Kim Jihun,김지훈,지훈,2/20/1995,KNK,South Korea,186,73,,M,
1134,Heejun,Oh Heejun,오희준,희준,5/8/1996,KNK,South Korea,180,61,,M,
1135,Jiahn,Yoo Jiahn,유지안,지안,4/1/1992,IN2IT,South Korea,176,57,,M,
1136,Yeontae,Jeong Yeontae,정연태,연태,7/6/1992,IN2IT,South Korea,178,58,,M,
1137,Inho,Hwang Inho,황인호,인호,6/21/1993,IN2IT,South Korea,177,58,,M,
1138,Hyunuk,Han Hyunuk,한현욱,현욱,9/26/1994,IN2IT,South Korea,179,63,,M,
1139,Isaac,Voo Isaak,부 아이젝,아이젝,12/12/1994,IN2IT,Malaysia,176,56,,M,
1140,Inpyo,Lee Inpyo,이인표,인표,8/14/1995,IN2IT,South Korea,182,66,,M,
1141,Sunghyun,Kim Sunghyun,김성현,성현,3/16/1996,IN2IT,South Korea,186,71,,M,
1142,Moonvok,Jang Moonvok,장문복,문복,4/11/1995,Limitless,South Korea,168,48,,M,
1143,Hwichan,Lee Heechan,이휘찬,휘찬,4/18/1996,Limitless,South Korea,0,0,,M,
1144,A.M,Seong Hyunwoo,성현우,에이엠,12/31/1996,Limitless,South Korea,181,62,,M,
1145,Heeseok,Yun Heeseok,윤희석,희석,6/10/1997,Limitless,South Korea,180,61,,M,
1151,Eson,Kim Jungmin,김정민,이슨,12/28/1996,We In The Zone,South Korea,177,63,Honolulu,M,
1152,Jooan,Im Jimyoung,임지명,주안,10/4/1996,We In The Zone,South Korea,173,58,Dongtan,M,
1153,Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1/6/1998,We In The Zone,South Korea,175,60,Suncheon,M,
1154,Min,Lee Mincheon,이민천,민,10/16/1997,We In The Zone,South Korea,171,50,Seoul,M,
1155,Shihyun,Kim Shihyun,김시현,시현,5/6/1998,We In The Zone,South Korea,0,0,Changwon,M,
1156,Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/1990,UNIQ,China,183,65,,M,
1157,Sungjoo,Kim Sungjoo,김성주,성주,2/16/1994,UNIQ,South Korea,180,65,,M,
1158,Wenhan,Li Wenhan,리원한,원한,7/22/1994,UNIQ,China,180,64,,M,
1159,Seungyoon,Cho Seungyoon,조승연,승연,8/5/1996,UNIQ,South Korea,183,68,,M,
1160,Yibo,Wang Yibo,왕이보,이보,8/5/1997,UNIQ,China,182,65,,M,
1161,Yohan,Kim Yohan,김요한,요한,9/22/1999,WEi,South Korea,181,66,,M,
1162,Junho,Cha Junho,차준호,준호,7/9/2002,DRIPPIN,South Korea,178,63,,M,
1163,Dongpyo,Son Dongpyo,손동표,동표,9/9/2002,Mirae,South Korea,166,48,,M,
1164,Minhee,Kang Minhee,강민희,민희,9/17/2002,CRAVITY,South Korea,185,58,,M,
1165,Eunsang,Lee Eunsang,이은상,은상,10/26/2002,YOUNITE,South Korea,180,58,,M,
1166,Hyeongjun,Song Hyeongjun,송형준,형준,11/30/2002,CRAVITY,South Korea,174,55,,M,
1167,Dohyon,Nam Dohyon,남도현,도현,11/10/2004,BAE173,South Korea,180,62,,M,
1175,Wondae,Seol Wondae,설원대,원대,4/28/1998,Dongkiz,South Korea,180,63,,M,
1176,Kyungyoon,Lee Kyungyoon,이경윤,경윤,2/21/2000,Dongkiz,South Korea,177,58,,M,
1177,Munik,Jang Moonik,장문익,문익,3/20/2001,Dongkiz,South Korea,173,50,,M,
1178,Jaechan,Park Jaechan,박재찬,재찬,12/6/2001,Dongkiz,South Korea,177,58,,M,
1179,Jonghyeong,Kim Jonghyeong,김종형,종형,4/13/2002,Dongkiz,South Korea,178,65,,M,
1180,Yonggeun,Jo Yonggeun,조용근,용근,1/23/1995,D1CE,South Korea,174,54,,M,
1181,Hyunsoo,Kim Hyunsoo,김현수,현수,4/12/1995,D1CE,South Korea,176,60,,M,
1182,Yoojun,Jun Yoojun,정유준,유준,7/26/1995,D1CE,South Korea,0,0,,M,
1183,Woodam,Park Woodam,박우담,우담,8/2/1995,D1CE,South Korea,173,0,,M,
1184,Jinyoung,Woo Jinyoung,우진영,진영,5/31/1997,D1CE,South Korea,170,51,,M,
1185,Taedong,Kim Taedong,김태동,태동,11/7/1997,OMEGA X,South Korea,177,61,,M,
1186,Yehyeon,Kim Yehyeon,김예현,예현,9/12/1999,GIDONGDAE,South Korea,176,63,,M,
1187,Wonjin,Won Jin,원진,원진,1/1/2003,GIDONGDAE,South Korea,0,0,,M,
1188,Youngho,Noh Youngho,노영호,영호,3/24/1993,SIGNAL,South Korea,0,0,,M,
1189,Gihwan,Kim Gihwan,김기환,기환,11/24/1993,SIGNAL,South Korea,0,0,,M,
1190,Kyuhwan,Lee Kyuhwan,이규환,규환,9/18/1994,SIGNAL,South Korea,0,0,,M,
1191,Bokeun,Kim Bokeun,김복은,복은,10/12/1994,SIGNAL,South Korea,0,0,,M,
1223,Kain,Bang Junho,방준호,카인,3/25/1997,ARGON,South Korea,178,0,,M,
1224,Haneul,Lee Haneul,이하늘,하늘,6/3/1996,ARGON,South Korea,175,0,,M,
1225,Roel,Kim Sunho,김선호,로엘,2/13/1997,ARGON,South Korea,0,0,,M,
1226,Yeoun,Lee Kyeongbin,이경빈,여운,9/3/1997,ARGON,South Korea,0,0,,M,
1227,Gon,Kim Seongjung,김성중,곤,11/13/1998,ARGON,South Korea,0,0,,M,
1228,Jaeun,Ha Jaeun,한재운,재운,9/28/1999,ARGON,South Korea,0,0,,M,
1235,Kookheon,Kim Kookheon,김국헌,국헌,4/15/1997,B.O.Y,South Korea,0,0,,M,
1236,Yuvin,Song Yuvin,송유빈,유빈,4/28/1998,B.O.Y,South Korea,0,0,,M,
1237,Kim Yoon,Kim Seongsu,김성수,김윤,2/17/1994,DUSTIN,South Korea,183,65,,M,
1238,Siu,Hwang Inseok,황인석,시우,5/19/1995,DUSTIN,South Korea,0,0,,M,
1239,Daon,Ahn Seonil,안선일,다온,12/10/2000,DUSTIN,South Korea,0,0,,M,
1240,Seunghan,Lee Seunghan,이승한,승한,2/22/1996,DUSTIN,South Korea,0,0,,M,
1241,Hwani,Jo Sihyeon,조시환,화니,11/16/1994,DUSTIN,South Korea,0,0,,M,
1242,JJ,Jun Jihyeok,전진혁,제이제이,12/11/1998,DUSTIN,South Korea,0,0,,M,
1243,BEL,Choi Sunghoon,최성훈,벨,5/21/2000,DUSTIN,South Korea,0,0,,M,
1245,Love,Park Jisung,박지성,러브,1/17/1994,,South Korea,0,0,,M,
1246,KB,Shin Kyubin,신규빈,규빈,4/23/1994,OnlyOneOf,South Korea,0,0,,M,
1247,Junji,Kim Junhyung,김준형,준지,4/6/1998,OnlyOneOf,South Korea,0,0,,M,
1248,Yoojung,Lee Taeyeop,이태엽,유정,5/19/1997,OnlyOneOf,South Korea,0,0,,M,
1249,Rie,Lee Seungho,이성호,리에,11/6/1996,OnlyOneOf,South Korea,0,0,,M,
1250,Mill,Lee Yongsoo,이용수,밀,3/30/1999,OnlyOneOf,South Korea,0,0,,M,
1251,Nine,Jung Wookjin,정욱진,나인,12/13/1999,OnlyOneOf,South Korea,0,0,,M,
1254,Castle J,Son Sangjoon,손성준,캐슬제이,5/31/1999,MCND,South Korea,0,0,,M,
1255,Bic,Nam Seungmin,남승민,빅,4/25/2001,MCND,South Korea,0,0,,M,
1256,Minjae,Song Minjae,송민재,민재,8/23/2003,MCND,South Korea,0,0,,M,
1257,Huijun,Noh Huijun,노휘준,휘준,10/7/2003,MCND,South Korea,0,0,,M,
1258,Win,Bang Junhyuk,방준혁,윈,12/19/2004,MCND,South Korea,0,0,,M,
1259,Changgyu,Song Changgyu,송창규,창규,7/6/1993,UNVS,South Korea,0,0,,M,
1260,YY,Kim Moonyong,김문용,와이와이,8/30/1991,UNVS,South Korea,0,0,,M,
1261,Jen,Kim Yehyeon,김예현,젠,3/27/1997,UNVS,South Korea,0,0,,M,
1262,Jun H.,Im Joonhyun,임준현,준현,8/28/1991,UNVS,South Korea,0,0,,M,
1263,Eunho,Shin Donggeun,신동근,은호,9/10/1992,UNVS,South Korea,0,0,,M,
1264,Jinwoo,Lee Jinwoo,이진우,진우,9/13/2004,Ghost9,South Korea,176,57,,M,
1265,Taesung,Lee Taesung,이태승,태승,12/19/2003,,South Korea,184,64,,M,
1266,Woojin,Lee Woojin,이우진,우진,4/7/2003,Ghost9,South Korea,178,65,,M,
1267,Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,South Korea,0,0,,M,
1268,Allen,Allen Ma,앨런 마,앨런,4/26/1999,CRAVITY,USA,0,0,,M,
1269,Jungmo,Koo Jungmo,구정모,정모,2/5/2000,CRAVITY,South Korea,181,58,,M,
1270,Woobin,Seo Woobin,서우빈,우빈,10/16/2000,CRAVITY,South Korea,0,0,,M,
1271,Wonjin,Ham Wonjin,함원진,원진,3/22/2001,CRAVITY,South Korea,174,57,,M,
1273,Taeyoung,Kim Taeyoung,김태영,태영,1/27/2003,CRAVITY,South Korea,0,0,,M,
1274,Seongmin,Ahn Seongmin,안성민,성민,8/1/2003,CRAVITY,South Korea,0,0,,M,
1275,Chihoon,Choi Chihoon,최치훈,치훈,4/27/1999,TOO,South Korea,0,0,,M,
1276,Donggeon,Song Donggeon,송동건,동건,7/15/1999,TOO,South Korea,0,0,,M,
1277,Chan,Jo Chanhyuk,조찬혁,찬,12/8/1999,TOO,South Korea,0,0,,M,
1278,Jisu,Choi Jisu,최지수,지수,1/19/2000,TOO,South Korea,0,0,,M,
1279,Minsu,Kim Minsu,김민수,민수,3/20/2000,TOO,South Korea,0,0,,M,
1280,Jaeyun,Lee Jaeyun,이재윤,이재윤,8/16/2000,TOO,South Korea,0,0,,M,
1281,J.YOU,Kim Jaeyu,김제유,제유,11/2/2000,TOO,South Korea,0,0,,M,
1282,Kyungho,Jang Kyungho,장경호,경호,5/7/2001,TOO,South Korea,0,0,,M,
1283,Jerome,Oh Sungmin,오성민,제롬,8/25/2001,TOO,South Korea,0,0,,M,
1284,Woonggi,Cha Woonggi,차웅기,웅기,4/23/2002,TOO,South Korea,0,0,,M,
1309,Seokhwa,Kang Seokhwa,강석화,석화,12/1/2000,WEi,South Korea,172,56,,M,
1315,Rano,Byun Yongseop,변용섭,라노,12/10/1998,E'LAST,South Korea,175,60,,M,
1316,Won Hyuk,Won Hyuk,원혁,원혁,2/22/2002,E'LAST,South Korea,181,63,,M,
1317,Wonjun,Lee Wonjun,이원준,원준,3/8/2002,E'LAST,South Korea,0,0,,M,
1318,Choi In,Choi In,최인,최인,2/11/1996,E'LAST,South Korea,170,50,,M,
1319,Seungyeop,Choi Seungyeop,최승엽,승엽,5/8/1997,E'LAST,South Korea,176,60,,M,
1320,Baekgyeul,Baek Sunwoo,백결,백선우,12/1/1999,E'LAST,South Korea,180,61,,M,
1321,Romin,Choi Youngmin,최영민,로민,4/24/2001,E'LAST,South Korea,179,58,,M,
1322,Yejun,Oh Yejun,오예준,예준,8/23/2002,E'LAST,South Korea,178,58,,M,
1323,Minho,Lee Minho,이민호,민호,9/4/1995,MY.st,South Korea,0,0,,M,
1324,Juntae,Kim Juntae,김준태,준태,9/4/1995,MY.st,South Korea,0,0,,M,
1325,Woncheol,Jung Woncheol,정원철,원철,1/12/1996,MY.st,South Korea,0,0,,M,
1326,Woojin,Lee Woojin,이우진,우진,11/22/1996,MY.st,South Korea,0,0,,M,
1327,Keonwoo,Kim Keonwoo,김건우,건우,12/17/1996,MY.st,South Korea,0,0,,M,
1345,Junghwan,So Junghwan,소정환,정환,2/18/2005,Treasure,South Korea,0,0,,M,
1346,Lee Hyeop,Lee Hyeop,이협,이협,8/13/1999,DRIPPIN,South Korea,177,57,,M,
1347,Yunseong,Hwang Yunseong,황윤성,윤성,10/30/2000,DRIPPIN,South Korea,181,60,,M,
1348,Changuk,Joo Changuk,주창욱,창욱,7/25/2001,DRIPPIN,South Korea,184,59,,M,
1349,Dongyun,Kim Dongyun,김동윤,동윤,2/18/2002,DRIPPIN,South Korea,177,61,,M,
1350,Minseo,Kim Minseo,김민서,민서,5/13/2002,DRIPPIN,South Korea,177,53,,M,
1351,Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,10/6/2004,DRIPPIN,Germany,180,0,,M,
1352,Dongjun,Hwang Dongjun,황동준,동준,9/7/1999,,South Korea,0,0,,M,
1353,Junhyung,Son Junhyung,손준형,준형,10/21/2000,Ghost9,South Korea,0,0,,M,
1354,Kangsung,Lee Kangsung,이강성,강성,8/8/2002,Ghost9,South Korea,0,0,,M,
1355,Junseong,Choi Junseong,최준성,준성,9/29/2002,Ghost9,South Korea,170,55,,M,
1356,Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,1/10/2003,Ghost9,Thailand,0,0,,M,
1357,Keeho,Yoon Kiho,윤기호,기호,9/27/2001,P1Harmony,Canada,0,0,,M,
1358,Jiung,Choi Jiwoong,최지웅,지웅,10/7/2001,P1Harmony,South Korea,0,0,,M,
1359,Intak,Hwang Intak,황인탁,인탁,8/31/2003,P1Harmony,South Korea,0,0,,M,
1360,Soul,Haku Shota,하쿠 쇼타,소울,2/1/2005,P1Harmony,Japan,0,0,,M,
1361,Jongseob,Kim Jongseob,김종섭,종섭,11/19/2005,P1Harmony,South Korea,173,0,,M,
1362,Jungwon,Yang Jungwon,양정원,정원,2/9/2004,ENHYPEN,South Korea,0,0,,M,
1363,Jay,Park Jongsung,박종성,제이,4/20/2002,ENHYPEN,South Korea,0,0,,M,
1364,Jake,Shim Jaeyoon,심재윤,제이크,11/15/2002,ENHYPEN,South Korea,0,0,,M,
1365,Ni-Ki,Nishimura Riki,니시무라 리키,니키,12/9/2005,ENHYPEN,Japan,0,0,,M,
1366,Heeseung,Lee Heeseung,이희승,희승,10/15/2001,ENHYPEN,South Korea,0,0,,M,
1367,Sunghoon,Park Sunghoon,박성훈,성훈,12/8/2002,ENHYPEN,South Korea,0,0,,M,
1368,Sunoo,Kim Sunwoo,김선우,선우,6/24/2003,ENHYPEN,South Korea,0,0,,M,
1369,Shin,Kim Suhyun,김수현,신,3/18/2000,Ghost9,South Korea,0,0,,M,
1370,Theo,Choi Taeyang,최태양,태오,7/1/2001,P1Harmony,South Korea,0,0,,M,
1371,E-Chan,Lee Changmin,이창민,이찬,2/19/1997,DKB,South Korea,178,63,,M,
1372,D1,Jang Dongil,장동일,디원,2/15/1998,DKB,South Korea,174,59,,M,
1373,Teo,Jang Sungsik,장성식,테오,10/22/1997,DKB,South Korea,177,64,,M,
1374,GK,Kim Kwanghyun,김광현,지케이,9/29/1998,DKB,South Korea,177,60,,M,
1375,Heechan,Yang Heechan,양희찬,희찬,7/31/1999,DKB,South Korea,176,63,,M,
1376,Lune,Jung Sungmin,정성민,룬,2/27/2000,DKB,South Korea,176,55,,M,
1377,Junseo,Hwang Junseo,황준서,준서,1/16/2001,DKB,South Korea,182,67,,M,
1378,Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,5/12/2002,DKB,Japan,176,55,,M,
1379,Harry-June,Han Harry-June,한해리준,해리준,1/1/2004,DKB,South Korea,178,61,,M,
1399,Nason,Kim Duyeop,김두엽,네이슨,6/12/1995,CHECKMATE,South Korea,0,0,,M,
1400,Yongseok,Choi Yongseok,최용석,용석,5/23/1996,CHECKMATE,South Korea,0,0,,M,
1401,Noah,Hwang Seundae,황승대,노아,3/18/1998,CHECKMATE,South Korea,0,0,,M,
1418,J-Min,Jeon Minwook,전민욱,제이민,10/16/1999,BAE173,South Korea,0,0,,M,
1419,Yoojun,Jung Gun,정건,유준,12/27/2000,BAE173,South Korea,0,0,,M,
1420,Muzin,Kim Hyunwoo,김현우,무진,3/29/2001,BAE173,South Korea,0,0,,M,
1421,Junseo,Park Junseo,박준서,준서,12/28/2001,BAE173,South Korea,0,0,,M,
1422,Youngseo,Ryu Youngseo,류영서,영서,6/13/2002,BAE173,South Korea,0,0,,M,
1423,Doha,Na Gyumin,나규민,도하,3/7/2004,BAE173,South Korea,0,0,,M,
1424,Bit,No Minjae,노민재,빛,7/21/2004,BAE173,South Korea,0,0,,M,
1425,Shotaro,Osaki Shotaro,오사키 쇼타로,쇼타로,11/25/2000,NCT,Japan,0,0,,M,
1426,Sungchan,Jung Sungchan,정성찬,성찬,9/13/2001,NCT,South Korea,0,0,,M,
1434,Noah,Song Yubin,송유빈,노아,8/2/2000,T1419,South Korea,0,0,,M,
1435,Sian,Choi Changmin,최창민,시안,2/1/2001,T1419,South Korea,0,0,,M,
1436,Kevin,Baek Seungbin,백승빈,케빈,4/8/2001,T1419,South Korea,0,0,,M,
1437,Gunwoo,Kim Gunwoo,김건우,건우,5/28/2002,T1419,South Korea,0,0,,M,
1438,Leo,Hayase Leo,하야세 레오,레오,10/8/2002,T1419,Japan,0,0,,M,
1439,On,Choi Juhwan,최주환,온,10/16/2002,T1419,South Korea,0,0,,M,
1440,Zero,Nasukawa Shota,나스카와 쇼타,제로,1/20/2003,T1419,Japan,0,0,,M,
1441,Kairi,Imai Kairi,이마이 카이리,카이리,2/24/2003,T1419,Japan,0,0,,M,
1442,Kio,Udo Musashi,우도 무사시,키오,11/28/2004,T1419,South Korea,0,0,,M,
1448,Louis,Yang Dongsik,양동식,루이,4/8/2001,Kingdom,South Korea,0,0,,M,
1449,Chiwoo,Guk Seungjun,국승준,치우,9/2/2002,Kingdom,South Korea,0,0,,M,
1450,Ivan,Park Yooseong,박유성,아이반,10/12/2001,Kingdom,South Korea,0,0,,M,
1451,Mujin,Ko Sungho,고성호,무진,11/20/2000,Kingdom,South Korea,0,0,,M,
1452,Jahan,Im Jihun,임지훈,자한,8/1/2002,Kingdom,South Korea,0,0,,M,
1453,Eric,Moon Junghyuk,문정혁,에릭,2/16/1979,Shinhwa,South Korea,180,70,Seoul,M,
1454,Minwoo,Lee Minwoo,이민우,민우,7/28/1979,Shinhwa,South Korea,172,60,Namwon,M,
1455,Dongwan,Kim Dongwan,김동완,동완,11/21/1979,Shinhwa,South Korea,173,68,Pohang,M,
1456,Shin Hyesung,Jung Pilkyo,정필교,신혜성,11/27/1979,Shinhwa,South Korea,179,65,Seoul,M,
1457,Jun Jin,Park Choongjae,박충재,전진,8/19/1980,Shinhwa,South Korea,182,75,Seoul,M,
1458,Andy,Lee Sunho,이선호,앤디,1/21/1981,Shinhwa,South Korea,175,62,Seoul,M,
1472,Tan,Choi Seokwon,최석원,탄,8/25/1996,Ciipher,South Korea,184,75,,M,
1473,Hwi,Lee Choonghyun,이충현,휘,2/4/1999,Ciipher,South Korea,172,61,,M,
1474,Hyunbin,Moon Hyunbin,문현빈,현빈,2/26/2000,Ciipher,South Korea,177,61,,M,
1475,Keita,Terazono Keita,테라조노 케이타,케이타,7/4/2001,Ciipher,Japan,170,59,,M,
1476,TAG,Yeom Taekyun,염태균,태그,9/30/2002,Ciipher,South Korea,176,54,,M,
1477,Dohwan,Gil Dohwan,길도환,도환,8/26/2003,Ciipher,South Korea,175,61,,M,
1478,Lien,Shimada Sho,시마다 쇼,리안,3/11/1998,Mirae,Japan,0,0,Osaka,M,
1479,Junhyuk,Lee Junhyuk,이준혁,이준혁,5/16/2000,Mirae,South Korea,180,63,Seoul,M,
1480,Douhyun,Yoo Douhyun,유도현,도현,12/25/2000,Mirae,South Korea,0,0,,M,
1481,Khael,Lee Sangmin,이상민,카엘,1/18/2002,Mirae,South Korea,178,58,,M,
1482,Siyoung,Park Siyoung,박시영,시영,5/6/2003,Mirae,South Korea,172,55,,M,
1483,Yubin,Jang Yubin,장유빈,유빈,6/10/2004,Mirae,South Korea,0,0,,M,
1484,Juhan,Hong Seunghyun,홍승현,주한,6/21/2001,BLITZERS,South Korea,0,0,,M,
1485,Jinhwa,Choi Jinhwa,최진화,진화,1/15/2002,BLITZERS,South Korea,180,64,,M,
1486,Sya,Lee Junyoung,이준영,샤,9/9/2002,BLITZERS,South Korea,0,0,,M,
1487,Lutan,Choi Gyeongseok,최경석,루탄,12/6/2003,BLITZERS,South Korea,0,0,,M,
1488,Wooju,Cho Wooju,조우주,우주,1/21/2004,BLITZERS,South Korea,0,0,,M,
1489,Go_U,Jang Junho,고유,장준호,6/15/2001,BLITZERS,South Korea,0,0,,M,
1490,Chris,Han Chris,한 크리스,크리스,11/19/2002,BLITZERS,South Korea,0,0,,M,
1504,Andy,Lui Chunyeung,루이쯔양,앤디,10/6/1994,7 O'clock,Hong Kong,0,0,,M,
1505,Hangyeom,Song Hangyeom,송한겸,한겸,7/17/1996,OMEGA X,South Korea,0,0,,M,
1506,Hyun,Park Sunghyun,박성현,성현,8/25/1997,7 O'clock,South Korea,176,58,Suwon,M,
1507,2Soul,Kim Younghoon,김영훈,이솔,9/10/1997,7 O'clock,South Korea,172,55,,M,
1508,Jeonggyu,Lim Jeonggyu,임정규,정규,11/5/1997,7 O'clock,South Korea,181,62,,M,
1509,Taeyoung,Kim Taeyoung,김태영,태영,6/18/1999,7 O'clock,South Korea,0,0,,M,
1510,Rui,Jang Rui,장루이,루이,3/7/2000,7 O'clock,South Korea,178,63,Seoul,M,
1511,Geonu,Lee Geonwoo,이건우,건우,2/2/2001,JUST B,South Korea,176,0,,M,
1512,Bain,Song Byeonghee,송병희,배인,5/4/2001,JUST B,South Korea,0,0,,M,
1513,Lim Jimin,Lim Jimin,임지민,임지민,5/22/2001,JUST B,South Korea,178,59,,M,
1514,JM,Chu Jimin,추지민,지민,10/11/2001,JUST B,South Korea,173,0,,M,
1515,Sangwoo,Kim Sangwoo,김상우,상우,9/3/2002,JUST B,South Korea,0,0,,M,
1523,Steven,Kim Steven,킴 스티븐,스티븐,1/17/2000,Luminous,South Korea,176,57,Sydney,M,
1524,Suil,Ma Suil,마수일,수일,3/30/1999,Luminous,South Korea,170,50,Gwangju,M,
1525,Youngbin,Jeong Youngbin,정영빈,영빈,10/5/1998,Luminous,South Korea,172,55,Seongju,M,
1526,Woobin,Jeong Woobin,정우빈,우빈,4/1/2000,Luminous,South Korea,0,0,Busan,M,
1539,Wish,Kwak Dawit,곽다윗,위시,6/11/2002,EPEX,South Korea,184,69,,M,
1540,Keum,Keum Donghyun,금동현,금,5/14/2003,EPEX,South Korea,176,57,Okcheon,M,
1541,Mu,Suh Kyungmin,서경민,뮤,9/14/2003,EPEX,South Korea,184,63,,M,
1542,A-min,Cho Minwoo,조민우,아민,5/22/2004,EPEX,South Korea,175,54,Namyangju,M,
1543,Baek Seung,Kim Hyunwoo,김현우,백승,10/5/2004,EPEX,South Korea,186,64,Seoul,M,
1544,Ayden,Kwon Yejun,권예준,에이든,1/24/2005,EPEX,South Korea,174,55,,M,
1545,Yewang,Seo Yewang,서예왕,예왕,3/12/2005,EPEX,South Korea,180,64,,M,
1546,Jeff,Lee Jaeho,이재호,제프,4/21/2005,EPEX,South Korea,179,61,,M,
1578,Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,1/19/1998,TEMPEST,Vietnam,176,0,,M,
