,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
1001,Ryujin,Shin Ryujin,신류진,류진,4/17/2001,ITZY,South Korea,0,0,Seoul,F,
1002,Chaeryeong,Lee Chaeryeong,이채령,채령,6/5/2001,ITZY,South Korea,0,0,Yongin,F,
1003,Yuna,Shin Yuna,신유나,유나,12/9/2003,ITZY,South Korea,0,0,Suwon,F,
1018,Youi,Kim Jihyeo,유아이,유아이,4/24/2000,Dreamnote,South Korea,163,45,,F,
1019,Boni,Choi Euijeong,최의정,보니,10/30/1999,Dreamnote,South Korea,160,45,,F,
1020,Lara,Moon Shinae,문신애,라라,8/9/2000,Dreamnote,South Korea,161,44,,F,
1021,Miso,Jeon Jimin,전지민,미소,10/25/2000,Dreamnote,South Korea,160,43,,F,
1022,Sumin,Park Sumin,박수민,수민,9/9/2001,Dreamnote,South Korea,166,46,,F,
1023,Eunjo,Park Eunjo,박은조,은조,3/7/2002,Dreamnote,South Korea,164,46,,F,
1024,Habin,Yoo Habin,유하빈,하빈,3/10/2002,,South Korea,165,48,,F,
1025,Hanbyeol,Ahn Hanbyeol,안한별,한별,10/13/2003,,South Korea,166,44,,F,
1026,Gaeul,Park Gaeul,박가을,가을,5/8/1999,Favorite,South Korea,164,48,Seoul,F,
1027,Saebom,Kim Seyoung,김세영,새봄,1/13/1995,Favorite,South Korea,0,0,Gwacheon,F,
1028,Seoyeon,Kim Minju,김민주,서연,11/26/1995,Favorite,South Korea,0,0,Gwacheon,F,
1029,Sugyeong,Jo Sugyeong,조수경,수경,1/12/2000,Favorite,South Korea,0,0,Haenam,F,
1030,Jeonghee,Go Jeonghee,고정희,정희,3/11/2000,Favorite,South Korea,0,0,Incheon,F,
1031,Ahra,Go Ahra,고아라,아라,2/21/2001,Favorite,South Korea,0,0,Yeosu,F,
1032,Dohee,Yoon Dohee,윤도희,도희,9/24/1999,,South Korea,0,0,,F,
1033,E:U,Park Jiwon,박지원,이유,5/19/1998,Everglow,South Korea,0,0,,F,
1034,Sihyeon,Kim Sihyeon,김시현,시현,8/5/1999,Everglow,South Korea,168,51,,F,
1035,Mia,Han Eunji,한은지,미아,1/13/2000,Everglow,South Korea,0,0,,F,
1036,Onda,Jo Selim,조세림,온다,5/18/2000,Everglow,South Korea,0,0,,F,
1037,Aisha,Heo Yoorim,허유림,아샤,7/21/2000,Everglow,South Korea,0,0,,F,
1038,Yiren,Wang Yiren,왕이런,이런,12/29/2000,Everglow,China,0,0,,F,
1094,Hyunji,Kim Hyunji,김현지,현지,6/30/1992,Hashtag,South Korea,165,0,,F,
1095,Sua,Yang Sua,양수아,수아,3/24/1995,Hashtag,South Korea,169,0,Gwangju,F,
1096,Dajeong,Kim Dajeong,김다정,다정,8/8/1995,Hashtag,South Korea,170,0,Gwangju,F,
1097,Seungmin,Lee Seungmin,이승민,승민,2/3/1996,Hashtag,South Korea,162,0,,F,
1098,Subin,Oh Subin,오수빈,수빈,9/30/1998,Hashtag,South Korea,172,0,,F,
1099,Sojin,Hong Sojin,홍소진,소진,9/24/1999,Hashtag,South Korea,163,0,,F,
1100,Aeji,Kwon Aeji,권애지,애지,10/25/1999,Hashtag,South Korea,163,0,Daegu,F,
1101,Yiyeon,Jung Dasol,정다솔,이연,5/28/1995,BVNDIT,South Korea,0,0,,F,
1102,Songhee,Yoon Songhee,윤송희,송희,11/8/1998,BVNDIT,South Korea,0,0,,F,
1103,Jungwoo,Uhm Jungwoo,엄정우,정우,4/2/1999,BVNDIT,South Korea,0,0,,F,
1104,Simyeong,Lee Simyeong,이시명,시명,5/27/1999,BVNDIT,South Korea,0,0,,F,
1105,Seungeun,Shim Seungeun,심승은,승은,12/27/2000,BVNDIT,South Korea,0,0,,F,
1120,Cheongeum,Jang Cheongeum,장청음,청음,6/19/1996,Ho1iday,South Korea,0,0,,F,
1121,Saebyeok,Shim Jaeyoung,심재영,새벽,11/9/1996,Ho1iday,South Korea,0,0,,F,
1122,Heejoo,Jeon Heejoo,전희주,희주,11/30/1996,Ho1iday,South Korea,0,0,,F,
1123,Haru,Lee Yoojeong,이유정,하루,2/26/1997,Ho1iday,South Korea,164,0,,F,
1124,Dany,Jeon Eunji,전은지,다니,1/20/1998,Ho1iday,South Korea,0,0,,F,
1146,Yoonji,,,윤지,7/21/1998,Lusty,South Korea,163,45,,F,
1147,Harin,,,하린,11/21/1995,Lusty,South Korea,160,43,Seoul,F,
1148,Jinhui,,,진희,11/21/1996,Lusty,South Korea,160,42,Seongnam,F,
1149,Isol,,,이솔,5/1/1997,Lusty,South Korea,166,48,Seoul,F,
1150,Yeryung,,,예령,6/22/2002,Lusty,South Korea,169,49,Busan,F,
1168,Juri,Takahashi Juri,타카하시 쥬리,쥬리,10/3/1997,Rocket Punch,Japan,160,44,,F,
1169,Yeonhee,Kim Yeonhee,김연희,연희,12/6/2000,Rocket Punch,South Korea,161,0,,F,
1170,Suyun,Kim Suyun,김수윤,수윤,3/17/2001,Rocket Punch,South Korea,169,52,,F,
1171,Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/2001,Rocket Punch,South Korea,161,0,,F,
1172,Sohee,Kim Sohee,김소희,소희,8/14/2003,Rocket Punch,South Korea,161,46,,F,
1173,Dahyun,Jeong Dahyun,정다현,다현,4/29/2005,Rocket Punch,South Korea,160,0,,F,
1174,Yeseo,Kang Yeseo,강예서,예서,8/22/2005,Kep1er,South Korea,157,0,,F,
1192,Aini,Kim Heejung,김희정,아이니,7/13/1991,,South Korea,163,44,,F,
1193,Seea,Kang Eunyoung,강은영,시아,8/21/1994,Pink Fantasy,South Korea,160,43,,F,
1194,Yechan,Kim Yechan,김예찬,예찬,11/26/1995,Pink Fantasy,South Korea,159,45,,F,
1195,Daewang Nim,Daewang Nim,대왕님,대왕님,4/8/1996,Pink Fantasy,South Korea,162,49,,F,
1196,Sanga,Lee Sanga,이상아,상아,8/5/1999,,South Korea,165,0,,F,
1197,Yubin,Cho Yubin,조유빈,유빈,10/9/1999,,South Korea,156,40,,F,
1198,Harin,Park Guenhye,박근혜,하린,5/26/2000,Pink Fantasy,South Korea,164,48,,F,
1199,Arang,Park Yerim,박예림,아랑,1/22/2001,Pink Fantasy,South Korea,167,49,,F,
1200,Heesun,Park Heesun,박희선,희선,1/25/2005,Pink Fantasy,South Korea,162,45,,F,
1201,Lina,Oh Sejin,오세진,리나,7/27/1997,ANS,South Korea,0,0,,F,
1202,Royeon,Jeon Hyunjoo,전현주,로연,2/20/1998,ANS,South Korea,0,0,,F,
1203,Dalyn,Lee Sohyun,이소현,달린,8/27/1999,ANS,South Korea,0,0,,F,
1204,Raon,Lee Seoyoung,이서영,라온,1/21/2000,ANS,South Korea,0,0,,F,
1205,Bian,Yu Jiwon,유지원,비안,2/13/2001,MAJORS,South Korea,0,0,,F,
1206,Dami,Hong Dayoung,홍다영,담이,6/7/2001,ANS,South Korea,0,0,,F,
1207,Doi,Kim Doi,김도이,도이,4/12/1994,FANATICS,South Korea,170,0,,F,
1208,Sika,Ren Shika,렌 시카,시카,8/22/1995,,China,165,0,,F,
1209,Chaelin,Lee Chaelin,이채린,채린,10/20/1999,FANATICS,South Korea,162,47,,F,
1210,Chiayi,Li Chiayi,지아이,지아이,1/22/2000,FANATICS,Taiwan,164,0,,F,
1211,Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/2001,FANATICS,South Korea,173,0,,F,
1212,Doah,Kim Doah,김도아,도아,12/4/2003,FANATICS,South Korea,163,42,,F,
1213,Loha,Kang Yejin,강예진,로하,12/27/2001,Nature,South Korea,171,0,,F,
1214,Yunji,Kim Yunji,김윤지,윤지,8/26/1996,ARIAZ,South Korea,0,0,,F,
1215,Dawon,Lee Dawon,이다원,다원,12/2/1996,ARIAZ,South Korea,0,0,,F,
1216,Sihyeon,Kang Sihyeon,강시현,시현,7/15/1998,ARIAZ,South Korea,0,0,,F,
1217,Yeori,Choi Yeori,최여리,여리,9/8/1999,ARIAZ,South Korea,0,0,,F,
1218,Hyogyeong,Jang Hyogyeong,장효경,효경,11/15/1999,ARIAZ,South Korea,0,0,,F,
1219,Jueun,Jo Jueun,조주은,주은,1/27/2001,ARIAZ,South Korea,0,0,,F,
1220,Yurim,Park Yurim,박유림,유림,4/13/1998,3YE,South Korea,164,0,,F,
1221,Yuji,Son Yuji,손유지,유지,11/25/1998,3YE,South Korea,160,45,,F,
1222,Haeun,Yoon Haeun,윤하은,하은,3/12/1999,3YE,South Korea,163,0,,F,
1229,J,Lee Yeji,이예지,제이,2/12/1998,ANS,South Korea,0,0,,F,
1230,Haena,Jeon Eunbi,전은비,해나,2/19/2002,ANS,South Korea,0,0,,F,
1231,Kiara,Baek Jinjoo,백진주,키아라,8/20/1998,,South Korea,0,0,,F,
1232,Semi,Gu Semi,구세미,세미,4/10/2002,Cignature,South Korea,166,46,,F,
1233,Seline,Jung Yeonjeong,정연정,셀린,6/20/2000,Cignature,South Korea,0,0,,F,
1234,Bada,Kim Bada,김바다,바다,5/28/2002,Hinapia,South Korea,162,49,,F,
1244,AleXa,Kim Seri,김세리,알렉사,12/6/1996,,USA,0,0,,F,
1252,Della,Park Sehyun,박세현,델라,9/3/1995,Rockit Girl,South Korea,0,0,,F,
1253,Han Leeseul,Han Jiyoon,한지윤,한이슬,2/12/2000,Rockit Girl,South Korea,0,0,,F,
1272,BIBI,Kim Hyungseo,김형서,비비,9/27/1998,,South Korea,0,0,,F,
1285,Woo-ah,Kim Chaewon,김채원,우아,6/20/1997,CRAXY,South Korea,0,0,,F,
1286,Karin,Baek Yerin,백예린,카린,4/23/2000,CRAXY,South Korea,0,0,,F,
1287,Hyejin,Kang Hyejin,강혜진,혜진,7/13/2000,CRAXY,South Korea,0,0,,F,
1288,Swan,Kim Suan,김수안,수안,12/28/2000,CRAXY,South Korea,0,0,,F,
1289,ChaeY,Song Chaeyeon,송채연,채이,1/6/2003,CRAXY,South Korea,0,0,,F,
1290,Lina,Oh Hyesoo,오혜수,리나,5/23/1997,RedSquare,South Korea,0,0,,F,
1291,Nana,Kwon Nayeon,권나연,나나,3/9/2001,woo!ah!,South Korea,0,0,,F,
1292,Wooyeon,Park Jinkyung,박진경,우연,2/11/2003,woo!ah!,South Korea,0,0,,F,
1293,Sora,Sakata Sora,사카타 소라,소라,8/30/2003,woo!ah!,Japan,0,0,,F,
1294,Lucy,Kim Daeun,김대은,루시,4/9/2004,woo!ah!,South Korea,0,0,,F,
1295,Minseo,Kim Minseo,김민서,민서,8/12/2004,woo!ah!,South Korea,0,0,,F,
1296,Songyee,Park Songyee,박송이,송이,9/25/2004,,South Korea,0,0,,F,
1297,Lea,Ogawa Mizuki,오가와 미즈키,레아,8/12/1995,SECRET NUMBER,Japan,169,0,Tokyo,F,
1298,Dita,Dita Karang,디타 가랑,디타,12/25/1996,SECRET NUMBER,Indonesia,0,0,Yogyakarta,F,
1299,Jinny,Park Jinhee,박진희,지니,1/19/1998,SECRET NUMBER,South Korea,0,0,California,F,
1300,Soodam,Lee Soodam,이수담,수담,11/9/1999,SECRET NUMBER,South Korea,0,0,,F,
1301,Denise,Kim Denise,김데니스,데니스,1/11/2001,SECRET NUMBER,South Korea,0,0,,F,
1302,Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,South Korea,165,0,,F,
1303,Jiyoon,Shin Jiyoon,신지윤,지윤,3/2/2002,,South Korea,0,0,,F,
1304,Monday,Kim Jimin,김지민,먼데이,5/10/2002,Weeekly,South Korea,172,0,,F,
1305,Soeun,Park Soeun,박소은,소은,10/26/2002,Weeekly,South Korea,168,0,,F,
1306,Jaehee,Lee Jaehee,이재희,재희,3/18/2004,Weeekly,South Korea,166,0,,F,
1307,Jihan,Han Jihyo,한지효,지한,7/12/2004,Weeekly,South Korea,0,0,,F,
1308,Zoa,Cho Hyewon,조혜원,조아,5/31/2005,Weeekly,South Korea,170,0,,F,
1310,Areum,Kim Daun,김다운,아름,1/31/1998,AREAL,South Korea,0,0,,F,
1311,Hyebin,Kim Hyebin,김혜빈,혜빈,3/29/1997,AREAL,South Korea,0,0,,F,
1312,Segye,Shin Segye,신세계,세계,8/19/1998,AREAL,South Korea,0,0,,F,
1313,Dabi,Park Jiwon,박지원,다비,1/19/2000,AREAL,South Korea,0,0,,F,
1314,Eyedi,Nam Yujin,남유진,아이디,12/8/1995,,South Korea,0,0,,F,
1328,Haneul,Choi Haneul,최하늘,하늘,11/28/2000,Saturday,South Korea,158,43,,F,
1329,Juyeon,Lee Juyeon,이주연,주연,11/6/2001,Saturday,South Korea,164,44,,F,
1330,Yuki,Lim Jiyeon,임지연,유키,1/30/2002,Saturday,South Korea,161,44,,F,
1331,Ayeon,Son Minji,손민지,아연,9/29/2002,Saturday,South Korea,162,47,,F,
1332,Minseo,Park Minseo,박민서,민서,3/21/2003,Saturday,South Korea,163,45,,F,
1333,Jieun,Park Jieun,박지은,지은,9/4/1997,Purple Kiss,South Korea,166,49,,F,
1334,Goeun,Na Goeun,나고은,고은,9/3/1999,Purple Kiss,South Korea,160,44,,F,
1335,Dosie,Jang Eunseung,장은성,도시,2/11/2000,Purple Kiss,South Korea,0,0,,F,
1336,Ireh,Cho Seoyoung,조서영,이레,4/30/2002,Purple Kiss,South Korea,0,0,,F,
1337,Yuki,Mori Koyuki,모리 코유키,유키,11/6/2002,Purple Kiss,Japan,0,0,,F,
1338,Chaein,Lee Chaeyoung,이채영,채인,12/5/2002,Purple Kiss,South Korea,0,0,,F,
1339,Swan,Park Soojin,박수진,수안,7/11/2003,Purple Kiss,South Korea,0,0,,F,
1340,EunB,Shin Eunbi,신은비,은비,9/17/2000,Maka Maka,South Korea,0,0,,F,
1341,Heesu,Kim Heesu,김희수,희수,3/24/1998,Maka Maka,South Korea,0,0,,F,
1342,Daseul,Yang Daseul,양다슬,다슬,9/14/2000,Maka Maka,South Korea,0,0,,F,
1343,Chaewon,Lee Chaewon,이채원,채원,3/18/2000,Maka Maka,South Korea,0,0,,F,
1344,Dia,Kwak Minnyeong,곽민녕,디아,9/3/1999,Maka Maka,South Korea,0,0,,F,
1380,EunB,Byun Eunbi,변은비,은비,11/23/2000,PRECIOUS,South Korea,164,49,Busan,F,
1381,Jihyo,Lee Jihyo,이지효,지효,4/22/2001,PRECIOUS,South Korea,166,49,Gyeonggi,F,
1382,Hanwoom,Byun Hanwoom,변한움,한움,6/5/2001,PRECIOUS,South Korea,160,43,Seoul,F,
1383,Lee Soo,Jin Isoo,진이수,이수,6/27/2001,PRECIOUS,South Korea,163,47,Incheon,F,
1384,Hanbyul,Kyung Hanbyul,경한별,한별,7/1/2005,PRECIOUS,South Korea,167,49,Seoul,F,
1385,Seoyoon,Kim Suyoung,김수영,서윤,1/26/1995,BOTOPASS,South Korea,0,0,,F,
1386,Cui Xiang,Cui Xiang,최상,최상,1/26/1995,BOTOPASS,China,0,0,,F,
1387,Jiwon,Park Jiwon,박지원,지원,3/17/1997,BOTOPASS,South Korea,165,45,,F,
1388,Ria,Kuwayama Ria,쿠와야마 리아,리아,2/3/1998,BOTOPASS,Japan,0,0,,F,
1389,Mihee,Lee Mihee,이미희,미희,8/24/2000,BOTOPASS,South Korea,0,0,,F,
1390,Harin,Seo Harin,서하린,하린,12/7/2000,BOTOPASS,South Korea,0,0,,F,
1391,Shiho,Kwon Subin,권수빈,시호,8/22/2001,BOTOPASS,South Korea,0,0,,F,
1392,Ahyoon,Choi Subin,최수빈,아윤,10/23/2004,BOTOPASS,South Korea,0,0,,F,
1393,Eseo,Noh Hyunjung,노현정,이서,3/4/1996,LUNARSOLAR,South Korea,161,0,,F,
1394,Taeryeong,Lim Jeongmin,임정민,태령,12/27/2000,LUNARSOLAR,South Korea,0,0,,F,
1395,Jian,Kwon Jieun,권지은,지안,3/14/2001,LUNARSOLAR,South Korea,0,0,,F,
1396,Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,5/16/2001,LUNARSOLAR,Japan,0,0,,F,
1397,Sieun,Lee Sieun,이시은,시은,9/19/1993,CHECKMATE,South Korea,163,0,,F,
1398,Suri,Kang Suri,강수리,수리,10/11/1994,CHECKMATE,South Korea,168,0,,F,
1402,Karina,Yoo Jimin,유지민,카리나,4/11/2000,aespa,South Korea,167,45,Gyeonggi,F,
1403,Giselle,Uchinaga Aeri,우치나가 애리,지젤,10/30/2000,aespa,Japan,166,0,,F,
1404,Winter,Kim Minjung,김민정,윈터,1/1/2001,aespa,South Korea,0,0,Yangsan,F,
1405,Ningning,Ning Yizhuo,닝이쭤,닝닝,10/23/2002,aespa,China,165,43,Harbin,F,
1406,Juhyun,Cha Juhyun,차주현,주현,4/1/2000,Bling Bling,South Korea,0,0,,F,
1407,Ayamy,Suzuki Ayami,스즈키 아야미,아야미,7/15/2000,Bling Bling,Japan,0,0,,F,
1408,Jieun,Choi Jieun,최지은,지은,3/3/2001,Bling Bling,South Korea,0,0,,F,
1409,Marin,Yasufuku Marin,야스후쿠 마린,마린,3/17/2001,Bling Bling,Japan,0,0,Osaka,F,
1410,Narin,Lee Narin,이나린,나린,10/29/2001,Bling Bling,South Korea,0,0,,F,
1411,Yubin,Kim Yubin,김유빈,유빈,2/27/2002,Bling Bling,South Korea,166,47,,F,
1412,Sumin,Bae Sumin,배수민,수민,3/13/2001,STAYC,South Korea,159,46,Pohang,F,
1413,Sieun,Park Sieun,박시은,시은,8/1/2001,STAYC,South Korea,160,44,Seoul,F,
1414,Isa,Lee Chaeyoung,이채영,아이사,1/23/2002,STAYC,South Korea,165,45,Busan,F,
1415,Seeun,Yoon Seeun,윤세은,세은,6/14/2003,STAYC,South Korea,167,49,Pyeongtaek,F,
1416,Yoon,Shim Jayoon,심자윤,윤,4/14/2004,STAYC,South Korea,171,49,Gwangju,F,
1417,J,Jang Yeeun,장예은,제이,12/9/2004,STAYC,South Korea,170,48,Daejeon,F,
1427,SongSun,Kim Songsun,김송선,송선,3/22/1997,TRI.BE,South Korea,0,0,,F,
1428,Kelly,Lin Kelly,린 켈리,켈리,1/16/2002,TRI.BE,Taiwan,0,0,Kaohsiung,F,
1429,Jinha,Kim Jinha,김진하,진하,11/21/2003,TRI.BE,South Korea,0,0,,F,
1430,Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,5/26/2004,TRI.BE,South Korea,0,0,,F,
1431,Jia,Guo Jiajia,궈 지아지아,지아,7/30/2005,TRI.BE,China,0,0,,F,
1432,Soeun,Bang Soeun,방소은,소은,12/10/2005,TRI.BE,South Korea,0,0,,F,
1433,Mire,Su Mire,수미레,미레,3/26/2006,TRI.BE,Japan,0,0,,F,
1443,Lola,Choi Yoojung,최유정,로라,2/22/2001,Pixy,South Korea,169,0,,F,
1444,Satbyeol,Jeon Yujin,전유진,샛별,2/27/2001,Pixy,South Korea,165,0,,F,
1445,Dia,Choi Eunji,최은지,디아,7/16/2001,Pixy,South Korea,165,0,,F,
1446,Sua,Choi Sooah,최수아,수아,2/24/2003,Pixy,South Korea,162,44,,F,
1447,Dajeong,Jung Dajeong,정다정,다정,7/31/2003,Pixy,South Korea,157,42,,F,
1459,Sangah,Yoo Sangah,윤상아,상아,9/4/2002,LIGHTSUM,South Korea,168,0,Incheon,F,
1460,Chowon,Han Chowon,한초원,초원,9/16/2002,LIGHTSUM,South Korea,168,50,Seoul,F,
1461,Nayoung,Kim Nayoung,김나영,나영,11/30/2002,LIGHTSUM,South Korea,154,43,Chuncheon,F,
1462,Hina,Nagai Hina,나가이 히나,히나,4/7/2003,LIGHTSUM,Japan,0,0,Kanagawa,F,
1463,Juhyeon,Lee Juhyeon,이주현,주현,4/8/2004,LIGHTSUM,South Korea,171,48,,F,
1464,Yujeong,Lee Yujeong,이유정,유정,6/14/2004,LIGHTSUM,South Korea,160,41,,F,
1465,Huiyeon,Oh Huiyeon,오휘연,휘연,8/1/2005,,South Korea,0,0,,F,
1466,Jian,Kim Jian,김지안,지안,11/4/2006,,South Korea,0,0,,F,
1467,Ida,Ko Chaeyoung,고채영,아이다,5/19/2000,MAJORS,South Korea,163,43,,F,
1468,Vita,Kim Jimin,김지민,비타,2/3/2000,MAJORS,South Korea,168,54,,F,
1469,Aki,Jang Minju,장민주,아키,2/12/2001,MAJORS,South Korea,168,48,,F,
1470,Suzy,Kim Suji,김수지,수지,6/3/2001,MAJORS,South Korea,164,45,,F,
1471,Shinye,Kam Yerim,감예림,신예,3/7/2004,MAJORS,South Korea,166,46,,F,
1491,Mayna,Shaoxi Mengna,,메이나,5/12/2000,HOT ISSUE,China,170,47,,F,
1492,Nahyun,Kang Nahyun,강나현,나현,1/25/2002,HOT ISSUE,South Korea,0,0,,F,
1493,Hyeongshin,Kim Hyungshin,김형신,형신,5/3/2002,HOT ISSUE,South Korea,0,0,,F,
1494,Dana,Jang Dana,장다나,다나,12/25/2003,HOT ISSUE,South Korea,0,0,,F,
1495,Yewon,Park Yewon,박예원,예원,1/11/2004,HOT ISSUE,South Korea,0,0,,F,
1496,Yebin,Kim Yebin,김예빈,예빈,11/1/2004,HOT ISSUE,South Korea,0,0,,F,
1497,Dain,Jung Dain,정다인,다인,12/15/2004,HOT ISSUE,South Korea,0,0,,F,
1498,Momoka,Matsuda Momoka,마쓰다 모모카,모모카,12/26/2000,Pink Fantasy,Japan,152,0,,F,
1499,Miku,Katae Miku,카타에 미쿠,미쿠,10/9/2002,Pink Fantasy,Japan,0,0,,F,
1500,Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,6/23/1994,Tiny-G,Thailand,150,42,,F,
1501,Dohee,Min Dohee,민도희,도희,9/25/1994,Tiny-G,South Korea,152,39,,F,
1502,J.Min,Shin Minjung,신민정,제이민,11/20/1994,Tiny-G,South Korea,155,0,,F,
1503,Myungji,Kim Myungji,김명지,명지,10/9/1997,Tiny-G,South Korea,164,0,,F,
1516,E.Ji,Choi Jiwon,최지원,이지,11/8/2000,ICHILLIN',South Korea,0,0,,F,
1517,Jackie,Kang Chaeyeon,강채연,재키,11/17/2001,ICHILLIN',South Korea,0,0,Los Angeles,F,
1518,Joonie,Park Junhee,박준희,주니,5/24/2002,ICHILLIN',South Korea,0,0,,F,
1519,Chaerin,Park Chaerin,박채린,채린,3/31/2003,ICHILLIN',South Korea,0,0,,F,
1520,Sohee,Uhm Sohee,음소희,소희,1/1/2004,ICHILLIN',South Korea,0,0,,F,
1521,Yeju,Kim Yeju,김예주,예주,2/1/2004,ICHILLIN',South Korea,0,0,,F,
1522,Chowon,Kim Chowon,김초원,초원,8/18/2005,ICHILLIN',South Korea,0,0,,F,
1527,Eunchae,Son Eunchae,손은채,은채,10/6/1999,bugAboo,South Korea,154,38,Pohang,F,
1528,Yoona,Ogura Yuuna,오구라 유우나,유우나,10/13/2000,bugAboo,Japan,0,0,Sapporo,F,
1529,Rainie,Chu Chingyu,주칭위,레이니,11/16/2000,bugAboo,Taiwan,0,0,,F,
1530,Cyan,Lee Chaeeun,이채은,시안,4/4/2001,bugAboo,South Korea,0,0,Sanbon,F,
1531,Choyeon,Kim Choyeon,김초연,초연,8/1/2001,bugAboo,South Korea,164,44,,F,
1532,Zin,Jin Hyunbin,진현빈,지인,8/31/2001,bugAboo,South Korea,0,0,,F,
1533,Moon Sua,Moon Sua,문수아,문수아,9/9/1999,Billlie,South Korea,167,47,Cheongju,F,
1534,Suhyeon,Kim Suhyun,김수현,수현,1/15/2000,Billlie,South Korea,161,45,Daegu,F,
1535,Haram,Kim Haram,김하람,하람,1/13/2001,Billlie,South Korea,161,45,,F,
1536,Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,9/21/2002,Billlie,Japan,0,0,,F,
1537,Siyoon,Kim Siyoon,김시윤,시윤,2/16/2005,Billlie,South Korea,168,0,,F,
1538,Haruna,Osato Haruna,오사토 하루나,하루나,1/30/2006,Billlie,Japan,0,0,,F,
1547,Youngheun,Go Youngheun,고영흔,영흔,11/20/1994,Blackswan,South Korea,0,0,,F,
1548,Fatou,Fatou Samba,파투 삼바,파투,3/23/1995,Blackswan,Belgium,173,0,Yoff,F,
1549,Judy,Kim Dahye,김다혜,주디,5/16/1995,Blackswan,South Korea,0,0,,F,
1550,Leia,Larissa Kartes,라리사 카르치스,레아,5/14/2001,Blackswan,Brazil,0,0,Curitiba,F,
1551,Lee Jin,Shim Yerin,심예린,이진,3/12/2001,Hi-L,South Korea,0,0,,F,
1552,Soojung,Hwang Soojung,황수정,수정,5/10/2001,Hi-L,South Korea,169,47,Yongin,F,
1553,Dakyung,Jung Dakyung,정다경,다경,7/23/2001,Hi-L,South Korea,0,0,,F,
1554,JooA,Lee Juhyun,이주현,주아,3/4/2002,Hi-L,South Korea,173,0,,F,
1555,Hayun,Choi Hayun,최하윤,하윤,1/16/2004,Hi-L,South Korea,0,0,Seoul,F,
1556,Yeseul,Kim Yeseul,김예슬,예슬,3/24/2004,Hi-L,South Korea,0,0,,F,
1557,Sullyoon,Seol Yoona,설윤아,설윤,1/26/2004,NMIXX,South Korea,0,0,,F,
1558,Jinni,Choi Yujin,최윤진,지니,4/16/2004,NMIXX,South Korea,0,0,,F,
1559,Bae,Bae Jinsol,배진솔,배이,12/28/2004,NMIXX,South Korea,0,0,,F,
1560,Jiwoo,Kim Jiwoo,김지우,지우,4/13/2005,NMIXX,South Korea,0,0,,F,
1561,Kyujin,Jang Kyujin,장규진,규진,5/26/2006,NMIXX,South Korea,0,0,,F,
1562,Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,12/16/1999,Kep1er,Japan,157,0,,F,
1563,Hikaru,Ezaki Hikaru,에자키 히카루,히카루,3/12/2004,Kep1er,Japan,155,0,,F,
1564,Youngeun,Seo Youngeun,서영은,영은,12/27/2004,Kep1er,South Korea,159,0,,F,
1565,Dayeon,Kim Dayeon,김다연,다연,3/2/2003,Kep1er,South Korea,158,0,,F,
1566,Chaehyun,Kim Chaehyun,김채현,채현,4/26/2002,Kep1er,South Korea,160,0,,F,
1567,Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,7/27/2004,Kep1er,USA,166,0,,F,
1568,XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,11/12/1999,Kep1er,China,168,0,,F,
1569,Sheon,Kim Suyeon,김수연,션,1/28/2003,Billlie,South Korea,162,0,,F,
1570,Gaeul,Kim Gaeul,김가을,가을,9/24/2002,IVE,South Korea,166,46,Incheon,F,
1571,Rei,Naoi Rei,나오이 레이,레이,2/3/2004,IVE,Japan,169,47,,F,
1572,Liz,Kim Jiwon,김지원,리즈,11/21/2004,IVE,South Korea,170,49,,F,
1573,Leeseo,Lee Hyunseo,이현서,이서,2/21/2007,IVE,South Korea,170,48,,F,
1574,Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,4/23/1996,,Thailand,173,0,,F,
1575,Seoi,Lee Yejin,이예진,서이,2/12/2000,H1-KEY,South Korea,169,0,,F,
1576,Riina,Lee Seunghyeon,이승현,리이나,2/21/2001,H1-KEY,South Korea,172,55,,F,
1577,Yel,Han Shinyoung,한신영,옐,12/25/2004,H1-KEY,South Korea,172,0,,F,
1585,Hana,Hayase Hana,하야세 하나,하나,2/27/2000,ILY:1,Japan,165,0,,F,
1586,Ara,Lee Yunji,이윤지,아라,1/23/2002,ILY:1,South Korea,158,0,,F,
1587,Rona,Chang Ching,장찡,로나,6/5/2002,ILY:1,Taiwan,165,0,Taipei,F,
1588,Ririka,Kishida Ririka,키시다 리리카,리리카,7/2/2002,ILY:1,Japan,162,0,,F,
1589,Nayu,Kim Yewon,김예원,나유,7/23/2002,ILY:1,South Korea,0,0,,F,
1590,Elva,Lee Yonghwa,이용화,엘바,5/5/2003,ILY:1,South Korea,0,0,,F,
